調査日,医療機関名,病院URL,緯度,経度,外来_平日,外来_土日,入院,救急
2020-03-13,社会福祉法人恩賜財団済生会支部　神奈川県済生会　横浜市南部病院,https://www.nanbu.saiseikai.or.jp/,35.3752,139.5794,通常,通常,通常,通常
2020-03-13,医療法人社団仁明会　秋山脳神経外科病院,https://akiyama-hospital.jp/,35.4038,139.5937,通常,通常,通常,通常
2020-03-13,横浜東邦病院,http://www.yokohama-toho.jp/,35.4145,139.5978,通常,通常,通常,通常
2020-03-13,医療法人健生会　朝倉病院,https://www.asakura-hospital.com/,35.4113,139.5602,一部制約あり,一部制約あり,一部制約あり,なし
2020-03-13,医療法人沖縄徳洲会　日野病院,https://www.tokushukai.or.jp/introduction/facility/hp-hino,35.3985,139.5795,通常,通常,通常,なし
2020-03-13,医療法人社団成仁会　長田病院,http://www.osadahp.jp/,35.3995,139.5717,一部制約あり,一部制約あり,通常,通常
2020-03-13,東條ウイメンズホスピタル,https://www.tojowomens.com/,35.3953,139.5664,通常,通常,通常,通常
2020-03-13,医療法人社団厚済会　横浜じんせい病院,https://www.yokohamajinsei.com/,35.401,139.5893,通常,通常,通常,なし
2020-03-13,横浜医療福祉センター港南,http://10ai-konan.jp/index.html,35.3719,139.5734,通常,通常,通常,通常
2020-03-13,港北病院,http://www.fnet.jp/kouhoku-hospital/,35.491,139.5552,通常,通常,通常,なし
2020-03-13,聖隷横浜病院,http://www.seirei.or.jp/yokohama/,35.4425,139.6048,通常,通常,通常,通常
2020-03-13,横浜市立市民病院,https://yokohama-shiminhosp.jp/,35.473,139.5996,通常,通常,通常,通常
2020-03-13,独立行政法人　地域医療機能推進機構　横浜保土ケ谷中央病院,https://hodogaya.jcho.go.jp/,35.4727,139.5835,通常,なし,通常,通常
2020-03-13,一般財団法人育生会　横浜病院,http://ikuseikai-yokohama.com/,35.4406,139.5763,通常,通常,通常,なし
2020-03-13,医療法人社団明芳会イムス横浜狩場脳神経外科病院 ,https://www.karibanouge.com/,35.4337,139.5764,通常,通常,通常,通常
2020-03-13,医療法人社団静心会　常盤台病院,https://www.tokiwadai.or.jp/,35.4797,139.5893,通常,通常,通常,通常
2020-03-13,公益財団法人積善会　日向台病院,http://www.hinatadai.com/,35.4592,139.5565,通常,通常,通常,通常
2020-03-13,重症心身障害児（者）施設横浜療育医療センター,http://www.jyuuairyouikukai.or.jp/yokoryo/home.html,35.4558,139.5643,通常,なし,なし,なし
2020-03-13,横浜ほうゆう病院,http://www.hoyukai.org/yokohama-hoyu/,35.4786,139.5104,通常,なし,なし,なし
2020-03-13,赤枝病院,http://www.akaedakai.com/akaedahp/index.html,35.5015,139.5,通常,通常,通常,通常
2020-03-13,医療法人社団恵生会　上白根病院,http://www.med-keiseikai.or.jp/kami/,35.4942,139.5347,通常,通常,通常,通常
2020-03-13,神奈川病院,http://kanagawa-hosp.jp/,35.4925,139.5089,通常,通常,通常,なし
2020-03-13,横浜鶴ヶ峰病院,https://tsurugaminehospital.com/,35.4707,139.5542,通常,一部制約あり,一部制約あり,一部制約あり
2020-03-13,医療法人芳生会　保土ヶ谷病院,https://www.hodogaya-hp.jp/,35.4866,139.5522,通常,通常,通常,なし
2020-03-13,横浜カメリアホスピタル,http://www.camellia-yokohama.jp/,35.4976,139.5498,通常,通常,通常,なし
2020-03-13,神奈川県立がんセンター,http://kcch.kanagawa-pho.jp/,35.4682,139.5262,通常,なし,通常,なし
2020-03-13,聖マリアンナ医科大学横浜市西部病院,http://marianna-yokohama.jp/,35.4771,139.5026,通常,通常,通常,通常
2020-03-13,医療法人社団明芳会　横浜旭中央総合病院,https://www.ims-yokohama-asahi.jp/,35.5079,139.4975,通常,通常,通常,通常
2020-03-13,あさひの丘病院,http://www.seisinkai.jp/index.html,35.4928,139.507,通常,通常,通常,通常
2020-03-13,康心会汐見台病院,https://www.fureai-g.or.jp/shiomidai/,35.4015,139.6078,通常,通常,通常,通常
2020-03-13,横浜市立脳卒中・神経脊椎センター,https://www.city.yokohama.lg.jp/kurashi/kenko-iryo/byoin/ybsc/,35.4222,139.6182,通常,なし,通常,通常
2020-03-13,磯子中央病院,http://www.isogohp.jp/,35.4071,139.6215,一部制約あり,一部制約あり,一部制約あり,一部制約あり
2020-03-13,関東病院,http://kantohospital.cleans.jp/,35.3965,139.6145,通常,通常,通常,なし
2020-03-13,医療法人社団愛友会　金沢文庫病院,http://www.kanabun-hp.jp/,35.3441,139.6139,通常,通常,通常,通常
2020-03-13,医療法人社団景翠会　金沢病院,http://www.keisuikai.or.jp/,35.3372,139.6253,通常,通常,通常,通常
2020-03-13,神奈川県立循環器呼吸器病センター,http://junko.kanagawa-pho.jp/,35.3612,139.6321,通常,なし,通常,通常
2020-03-13,社会福祉法人恩賜財団済生会支部　神奈川県済生会　若草病院,http://www.wakakusa.saiseikai.or.jp/,35.3323,139.6312,通常,なし,通常,通常
2020-03-13,公立大学法人　横浜市立大学附属病院,https://www.yokohama-cu.ac.jp/fukuhp/,35.3434,139.6512,通常,なし,通常,通常
2020-03-13,国家公務員共済組合　連合会　横浜南共済病院,https://www.minamikyousai.jp/,35.3209,139.6223,通常,なし,通常,通常
2020-03-13,医療法人社団協友会　横浜なみきリハビリテーション病院,http://www.ynrh.jp/,35.3627,139.6376,通常,通常,通常,なし
2020-03-13,菊名記念病院,https://kmh.or.jp/index.html,35.5091,139.6348,通常,通常,通常,通常
2020-03-13,医療法人すこやか　高田中央病院,https://www.sukoyaka.gr.jp/,35.5518,139.6201,一部制約あり,一部制約あり,一部制約あり,一部制約あり
2020-03-13,独立行政法人労働者　健康安全機構　横浜労災病院,https://www.yokohamah.johas.go.jp/,35.5111,139.6109,通常,通常,通常,通常
2020-03-13,新横浜母と子の病院,https://www.hahatoko.jp/hospital/,35.503,139.6056,通常,通常,通常,なし
2020-03-13,日吉病院,http://hiyoshi-hp.com/,35.5549,139.6411,通常,通常,通常,通常
2020-03-13,新横浜こころのホスピタル,http://kyourinkai.com/kokoro/index.html,35.5054,139.6105,通常,なし,通常,なし
2020-03-13,大倉山記念病院,https://omh.or.jp/,35.5256,139.6335,通常,通常,通常,通常
2020-03-13,医療法人社団青葉会　牧野記念病院,https://makino-hp.jp/,35.5077,139.5702,通常,通常,通常,通常
2020-03-13,鴨居病院,https://kamoibyouin.or.jp/,35.5053,139.5632,通常,通常,通常,通常
2020-03-13,医療法人社団恵生会　竹山病院,http://www.med-keiseikai.or.jp/take/,35.4959,139.5622,通常,通常,通常,なし
2020-03-13,医療法人社団元気会　横浜病院,http://genkikaiyokohama.jp/index.html,35.5018,139.542,通常,通常,通常,なし
2020-03-13,医療法人社団三喜会　横浜新緑総合病院,http://www.shinmidori.com/,35.5246,139.509,通常,通常,一部制約あり,一部制約あり
2020-03-13,一般社団法人日本厚生団長津田厚生総合病院,https://www.nagatsuta-ks-hp.or.jp/,35.5361,139.4934,一部制約あり,一部制約あり,通常,通常
2020-03-13,横浜田園都市病院,https://www.yd-hospital.gr.jp/,35.5255,139.4897,一部制約あり,なし,通常,なし
2020-03-13,医療法人社団青葉会　牧野リハビリテーション病院,https://makino-reha.jp/,35.5058,139.5711,通常,なし,通常,なし
2020-03-13,医療法人社団明芳会　江田記念病院,https://www.ims.gr.jp/edakinen/,35.5595,139.553,通常,通常,通常,なし
2020-03-13,あおばウィメンズ　ホスピタル,https://www.aobahospital.com/,35.5496,139.5174,通常,通常,通常,なし
2020-03-13,市ヶ尾病院,https://ichigaohp.jp/,35.548,139.54,通常,通常,通常,なし
2020-03-13,医療法人社団博慈会　青葉さわい病院,https://www.aoba-sawai.or.jp/,35.5731,139.5383,通常,通常,通常,通常
2020-03-13,医療法人社団明芳会　横浜新都市脳神経外科病院,https://www.yokohama-shintoshi.jp/,35.5601,139.5586,一部制約あり,一部制約あり,一部制約あり,一部制約あり
2020-03-13,医療法人社団緑成会　横浜総合病院,https://yokoso.or.jp/,35.5702,139.5268,通常,通常,通常,通常
2020-03-13,医療法人社団一成会　たちばな台病院,https://tachibanadai-hp.com/,35.554,139.5137,通常,通常,通常,通常
2020-03-13,緑協和病院,http://midorikyouwahp.com/,35.5658,139.4802,通常,通常,通常,通常
2020-03-13,昭和大学藤が丘病院,http://www.showa-u.ac.jp/SUHF/index.html,35.5449,139.5292,通常,通常,通常,通常
2020-03-13,昭和大学藤が丘リハビリテーション病院,http://www.showa-u.ac.jp/SUHR/index.html,35.5446,139.5267,通常,通常,通常,なし
2020-03-13,医療法人社団若葉会　つづき病院,http://www.e-wakaba.jp/facilities/,35.5386,139.5484,通常,通常,通常,なし
2020-03-13,昭和大学横浜市北部病院,http://www.showa-u.ac.jp/SUHY/index.html,35.5466,139.57,通常,通常,通常,通常
2020-03-13,山本記念病院,https://www.yamamoto-kinen.or.jp/,35.5589,139.6124,通常,通常,通常,なし
2020-03-13,西横浜国際総合病院,https://www.nishiyokohama.or.jp/,35.3846,139.5146,通常,通常,通常,通常
2020-03-13,医療法人社団明芳会　新戸塚病院,http://www.ims.gr.jp/shintotsuka/,35.4344,139.5443,一部制約あり,なし,通常,なし
2020-03-13,医療法人横浜柏堤会　戸塚共立第２病院,https://www.tk2-hospital.com/,35.4053,139.5378,通常,通常,通常,通常
2020-03-13,医療生協かながわ生活協同組合戸塚病院,https://totsuka-hp.jp/,35.3902,139.5157,通常,通常,通常,通常
2020-03-13,十愛病院,http://www.jyuai.com/index.html,35.439,139.5493,通常,なし,通常,なし
2020-03-13,医療法人財団明理会　東戸塚記念病院,https://www.higashi-totsuka.com/,35.4317,139.5595,通常,通常,通常,通常
2020-03-13,医療法人横浜柏堤会　戸塚共立第１病院,http://www.tk1-hospital.com/,35.399,139.532,通常,通常,通常,通常
2020-03-13,独立行政法人国立病院機構横浜医療センター,https://yokohama.hosp.go.jp/,35.3797,139.5059,通常,通常,通常,通常
2020-03-13,横浜丘の上病院,http://okanouehospital.com/,35.4262,139.5722,通常,通常,通常,通常
2020-03-13,医療法人積愛会　横浜舞岡病院,http://www.y-maiokahp.or.jp/index_maioka.html,35.4101,139.5527,通常,通常,通常,なし
2020-03-13,平成横浜病院,https://yokohamahp.jp/,35.3891,139.5305,通常,通常,通常,通常
2020-03-13,十慈堂病院,http://www.keiseikai-med.jp/group/jujidou/index.html,35.3961,139.5574,通常,通常,通常,なし
2020-03-13,ふれあい東戸塚ホスピタル,http://www.fureai-g.or.jp/ht-hosp/,35.4381,139.5495,通常,通常,通常,通常
2020-03-13,国家公務員共済組合　連合会　横浜栄共済病院,https://www.yokohamasakae.jp/index.html,35.3636,139.5514,通常,なし,通常,通常
2020-03-13,栄聖仁会病院,http://seijinkai-sakae.jp/,35.3547,139.5515,通常,通常,一部制約あり,なし
2020-03-13,新中川病院,http://www.hoyukai.org/shin-nakagawa/index.htm,35.4487,139.5194,通常,通常,通常,通常
2020-03-13,横浜いずみ台病院,http://izumidai.net/,35.4357,139.498,通常,通常,通常,なし
2020-03-13,湘南泉病院,http://www.hoyukai.org/shonan-izumi/byoin/index.htm,35.4419,139.5112,通常,通常,通常,通常
2020-03-13,社会福祉法人親善福祉協会　国際親善総合病院,https://shinzen.jp/,35.4256,139.51,通常,通常,通常,通常
2020-03-13,医療法人横浜柏堤会　戸塚共立リハビリテーション病院,http://www.tkr-hospital.com/,35.4223,139.5009,通常,通常,通常,通常
2020-03-13,医療法人社団哺育会　横浜相原病院,http://www.yokohama-aihara.jp/,35.4467,139.5035,一部制約あり,なし,通常,通常
2020-03-13,医療法人社団美里会　瀬谷ふたつ橋病院,https://misatokai.jp/,35.4669,139.4936,通常,通常,通常,通常
2020-03-13,横浜甦生病院,http://seijinkai-yokohamakousei.jp/,35.4669,139.4804,一部制約あり,一部制約あり,一部制約あり,なし
2020-03-13,医療法人愛生会　三ツ境病院,http://www.mitu.or.jp/,35.4652,139.5022,通常,通常,通常,なし
2020-03-13,恒春会馬嶋病院,http://majima-hospital.or.jp/,35.5244,139.6939,通常,通常,通常,なし
2020-03-13,日本鋼管病院,https://www.koukankai.or.jp/,35.5198,139.712,通常,通常,通常,通常
2020-03-13,川崎医療生活協同組合　川崎協同病院,http://www.kawasaki-kyodo.jp/,35.5221,139.7217,通常,通常,通常,通常
2020-03-13,総合新川橋病院,https://shinkawabashi.or.jp/,35.5269,139.7031,通常,通常,通常,通常
2020-03-13,川崎市立川崎病院,http://www.city.kawasaki.jp/32/cmsfiles/contents/0000037/37856/kawasaki/index.html,35.5267,139.7059,通常,なし,通常,通常
2020-03-13,宮川病院,http://www.miyagawa.or.jp/,35.5353,139.7252,通常,通常,通常,通常
2020-03-13,ＡＯＩ国際病院,http://www.aoikai.jp/aoiuniversalhospital/,35.5334,139.7458,通常,通常,通常,通常
2020-03-13,総合川崎臨港病院,http://rinko.or.jp/,35.5262,139.7173,通常,通常,通常,通常
2020-03-13,太田総合病院,https://www.ota-g-hospital.com/index.html,35.5281,139.696,通常,通常,通常,通常
2020-03-13,医療法人社団慶友会　第一病院,https://www.daiichi-hosp.jp/,35.5227,139.6977,通常,通常,通常,通常
2020-03-13,医療法人社団正慶会　栗田病院,http://www.kurita-hp.com/,35.5399,139.6671,通常,通常,通常,通常
2020-03-13,医療法人社団育成会　鹿島田病院,https://www.kashimada-h.com/,35.5528,139.6754,通常,通常,通常,なし
2020-03-13,医療法人社団清惠会　田村外科病院,http://tamurasurgical.jp/,35.5461,139.6918,通常,通常,一部制約あり,通常
2020-03-13,社会医療法人財団　石心会川崎幸病院,https://saiwaihp.jp/,35.5284,139.6922,通常,通常,通常,通常
2020-03-13,関東労災病院,https://www.kantoh.johas.go.jp/,35.5685,139.6568,通常,なし,通常,通常
2020-03-13,日本医科大学武蔵小杉病院,https://www.nms.ac.jp/kosugi-h/,35.5791,139.6581,通常,通常,通常,通常
2020-03-13,聖マリアンナ医科大学　東横病院,http://marianna-toyoko.jp/,35.5747,139.6577,通常,通常,通常,通常
2020-03-13,京浜総合病院,https://keihin-ghp.or.jp/,35.5859,139.6311,通常,通常,通常,通常
2020-03-13,虎の門病院分院,https://www.toranomon.gr.jp/kajigaya/,35.5897,139.5997,通常,通常,通常,通常
2020-03-13,医療法人社団　ハートフル川崎病院,http://www.hkh.or.jp/,35.5968,139.6343,通常,通常,通常,なし
2020-03-13,医療法人社団輔仁会　片倉病院,https://katakura.or.jp/,35.5868,139.6192,一部制約あり,一部制約あり,通常,一部制約あり
2020-03-13,総合高津中央病院,https://www.takatsuhosp.or.jp/,35.6007,139.6133,通常,通常,通常,通常
2020-03-13,帝京大学医学部附属　溝口病院,http://teikyo-mizonokuchi.jp/,35.603,139.615,通常,通常,通常,通常
2020-03-13,医療法人愛生会　有馬病院,http://www.arima-byouin.or.jp/,35.5763,139.5843,通常,通常,通常,通常
2020-03-13,一般財団法人聖マリアンナ会東横惠愛病院,https://www.st-marianna.com/,35.575,139.5825,通常,通常,通常,なし
2020-03-13,聖マリアンナ医科大学病院,https://www.marianna-u.ac.jp/hospital/,35.6007,139.5488,通常,通常,通常,通常
2020-03-13,医療法人花咲会　　かわさき記念病院,https://kkh.ne.jp/,35.5931,139.5306,通常,通常,通常,なし
2020-03-13,医療法人新光会　生田病院,http://www.ikuta-hp.jp/,35.6057,139.5253,通常,通常,通常,なし
2020-03-13,医療法人社団慶神会　武田病院,http://www.takeda-hp.jp/,35.6171,139.5731,通常,通常,通常,なし
2020-03-13,川崎市立多摩病院,http://marianna-tama.jp/,35.6198,139.5725,通常,通常,通常,通常
2020-03-13,医療法人社団総生会　麻生リハビリ総合病院,https://www.souseikai.net/rehabilitation,35.5845,139.4972,通常,通常,通常,なし
2020-03-13,医療法人社団晃進会　たま日吉台病院,https://tamahiyoshi.or.jp/,35.5866,139.5262,通常,一部制約あり,通常,一部制約あり
2020-03-13,川崎田園都市病院,http://kawadenhp.com/,35.5974,139.4855,通常,通常,通常,通常
2020-03-13,医療法人社団総生会　麻生総合病院,https://www.souseikai.net/general,35.5858,139.4966,通常,通常,通常,通常
2020-03-13,柿生記念病院,http://www.kakiokinenhp.com/,35.587,139.4964,通常,通常,通常,なし
2020-03-13,重症児・者福祉医療施設ソレイユ川崎,https://www.misasakai-soleil.com/,35.6219,139.5069,通常,通常,なし,なし
2020-03-13,医療法人社団晃進会　川崎みどりの病院,http://k-midorino.or.jp/,35.5877,139.5246,通常,通常,通常,なし
2020-03-13,医療法人社団三成会　新百合ヶ丘総合病院,http://www.shinyuri-hospital.com/,35.6038,139.4991,通常,通常,通常,通常
2020-03-13,医療法人財団明理会　相原病院,https://aihara-hp.jp/,35.5989,139.3171,通常,通常,通常,なし
2020-03-13,晃友脳神経外科眼科病院,https://koyu.or.jp/noge/,35.5749,139.323,通常,通常,通常,通常
2020-03-13,相和病院,https://www.sowa-hospital.or.jp/,35.5735,139.3263,通常,通常,通常,通常
2020-03-13,広瀬病院,http://www.hirose-hospital.com/,35.5941,139.3004,通常,通常,通常,通常
2020-03-13,医療法人社団早雲会　相模湖病院,https://sounkai.com/sagamiko_hp/,35.5923,139.2042,通常,通常,通常,通常
2020-03-13,相模原赤十字病院,http://www.sagamihara.jrc.or.jp/,35.5838,139.2611,通常,通常,通常,通常
2020-03-13,神奈川県厚生農業協同組合連合会　相模原協同病院,http://sagamiharahp.openersv.work/,35.5959,139.3407,一部制約あり,一部制約あり,通常,通常
2020-03-13,医療法人社団清伸会　ふじの温泉病院,http://www.fujino-hp.or.jp/hospital/html/index2.htm,35.5916,139.1325,通常,なし,通常,なし
2020-03-13,医療法人社団悠心会　森田病院,https://userweb.pep.ne.jp/moritahp/,35.5902,139.2314,通常,通常,通常,通常
2020-03-13,総合相模更生病院,http://www.sagami-kouseibyouin.or.jp/,35.581,139.3727,通常,通常,通常,通常
2020-03-13,中村病院,http://www.nakamurahospi.jp/,35.5549,139.3568,通常,通常,一部制約あり,なし
2020-03-13,医療法人社団仁和会　さがみ仁和会病院,http://www.jinwakai.com/,35.5773,139.3779,通常,通常,通常,通常
2020-03-13,医療法人社団白寿会　田名病院,https://www.tanabyouin.com/,35.5308,139.3546,一部制約あり,一部制約あり,一部制約あり,なし
2020-03-13,梨本病院,公式HP無し,35.5579,139.3791,通常,通常,通常,通常
2020-03-13,相模原中央病院,http://sagamihara-chuo-hospital.jp/,35.5684,139.3731,一部制約あり,一部制約あり,停止,停止
2020-03-13,独立行政法人　地域医療機能推進機構相模野病院,https://sagamino.jcho.go.jp/,35.5729,139.3886,通常,通常,通常,通常
2020-03-13,渕野辺総合病院,http://www.sowa.or.jp/fuchinobe/,35.5716,139.3921,通常,通常,通常,通常
2020-03-13,相模原友愛温泉病院,http://www.yuuai-byouinkai.or.jp/facilities/sagamihara/,35.5373,139.391,通常,通常,通常,通常
2020-03-13,丘整形外科病院,http://orange.zero.jp/okahp.sky/,35.5143,139.4047,通常,通常,通常,通常
2020-03-13,小松会病院,http://www.komatsukai.com/,35.5216,139.3996,通常,通常,通常,なし
2020-03-13,相模原南病院,http://minami-h.or.jp/,35.5497,139.4146,なし,なし,通常,なし
2020-03-13,東芝林間病院,http://www.rinkanhp.com/,35.5202,139.4417,通常,通常,通常,通常
2020-03-13,北里大学病院,https://www.kitasato-u.ac.jp/khp/,35.5674,139.2666,通常,通常,通常,通常
2020-03-13,慈誠会病院,https://www.jiseikai.com/,35.5297,139.4344,通常,通常,通常,通常
2020-03-13,さがみ生協病院,http://www.sagami-seikyou-hospital.com/,35.5283,139.4293,通常,通常,通常,なし
2020-03-13,医療法人社団昌栄会　相模大野病院,https://sagamiono-hospital.com/,35.5315,139.4388,一部制約あり,一部制約あり,通常,なし
2020-03-13,独立行政法人国立病院機構相模原病院,https://sagamihara.hosp.go.jp/,35.5205,139.4111,通常,通常,通常,通常
2020-03-13,医療法人社団博奉会　相模ケ丘病院,http://www.hakuhou-kai.or.jp/,35.5207,139.3861,通常,通常,通常,なし
2020-03-13,医療法人相愛会　相愛病院,http://souai-hp.or.jp/,35.525,139.375,通常,通常,通常,通常
2020-03-13,森下記念病院,http://www.morishita.or.jp/,35.5233,139.4365,なし,なし,なし,なし
2020-03-13,医療法人社団仁恵会　黒河内病院,https://kurokouchi.or.jp/,35.5287,139.4271,通常,通常,通常,通常
2020-03-13,相模病院,https://www.sagami-hp.com/,35.5432,139.4256,通常,通常,通常,通常
2020-03-13,相模原療育園,http://www.jikeiryouikukai.or.jp/,35.5437,139.4222,一部制約あり,なし,通常,なし
2020-03-13,ワゲン療育病院長竹,http://www.wagen.or.jp/nagatake/,35.5674,139.2666,なし,なし,なし,なし
2020-03-13,医療法人横浜柏堤会よこすか浦賀病院,http://www.uraga-hp.com/,35.5677,139.2672,通常,通常,通常,通常
2020-03-13,神奈川歯科大学附属病院,http://www.kdu.ac.jp/hospital/,35.2848,139.6704,一部制約あり,一部制約あり,一部制約あり,一部制約あり
2020-03-13,横須賀市立うわまち病院,https://www.jadecomhp-uwamachi.jp/,35.2718,139.6683,通常,通常,通常,通常
2020-03-13,社会福祉法人日本医療伝道会総合病院衣笠病院,http://www.kinugasa.or.jp/,35.2555,139.6616,通常,なし,通常,通常
2020-03-13,自衛隊横須賀病院,https://www.mod.go.jp/msdf/yhl/,35.2938,139.6352,通常,通常,通常,通常
2020-03-13,社会福祉法人湘南福祉協会総合病院湘南病院,http://www.shonanhp.or.jp/,35.3159,139.6242,通常,通常,通常,一部制約あり
2020-03-13,横須賀市立市民病院,https://www.jadecom.or.jp/jadecomhp/yokosuka-shimin/html/,35.2227,139.6272,通常,通常,通常,通常
2020-03-13,独立行政法人国立病院機構久里浜医療センター,https://kurihama.hosp.go.jp/,35.2118,139.7033,通常,通常,通常,通常
2020-03-13,医療法人社団聖ルカ会　パシフィックホスピタル,http://www.pacific-hospital.jp/,35.2117,139.7119,通常,通常,通常,なし
2020-03-13,聖ヨゼフ病院,https://www.st-joseph.jp/,35.2806,139.6661,通常,なし,通常,通常
2020-03-13,国家公務員共済組合連合会横須賀共済病院,https://www.ykh.gr.jp/,35.277,139.6742,通常,通常,通常,通常
2020-03-13,ライフゆう,http://minato-yuu.or.jp/place/lifeyuu/,35.2546,139.6077,通常,通常,通常,通常
2020-03-13,医療法人社団いしずえ　湘南敬愛病院,http://shounankeiai-hp.jp/,35.3878,139.458,通常,通常,通常,なし
2020-03-13,藤沢御所見病院,http://www.goshomi.jp/,35.3943,139.4086,通常,通常,通常,通常
2020-03-13,藤沢脳神経外科病院,http://www.fujisawanougeka.jp/,35.3203,139.4862,通常,通常,通常,通常
2020-03-13,クローバーホスピタル,http://cloverhospital.jp/hospital/,35.3314,139.4881,通常,通常,通常,なし
2020-03-13,湘南第一病院,http://shonan-daiichi.jp/,35.3952,139.4689,一部制約あり,一部制約あり,通常,通常
2020-03-13,湘南長寿園病院,http://chojuen.com/,35.3528,139.4806,通常,なし,通常,なし
2020-03-13,一般財団法人同友会　藤沢湘南台病院,http://www.fj-shonandai.jp/,35.417,139.4702,通常,通常,通常,通常
2020-03-13,医療法人長谷川会　湘南ホスピタル,https://www.shohos.org/,35.333,139.4442,通常,通常,通常,なし
2020-03-13,湘南中央病院,https://www.swg.or.jp/,35.3428,139.4497,通常,通常,通常,通常
2020-03-13,医療法人社団正拓会　湘南太平台病院,https://shonan-taiheidai.or.jp/,35.3347,139.4676,一部制約あり,一部制約あり,通常,なし
2020-03-13,藤沢市民病院,https://www.city.fujisawa.kanagawa.jp/hospital/,35.3507,139.482,通常,なし,通常,一部制約あり
2020-03-13,医療法人山内龍馬財団　山内病院,http://www.yamauchi.or.jp/,35.3378,139.49,通常,通常,通常,通常
2020-03-13,医療法人徳洲会　　湘南藤沢徳洲会病院,https://fujisawatokushukai.jp/,35.3412,139.4446,通常,通常,通常,通常
2020-03-13,医療法人社団健育会　湘南慶育病院,https://keiiku.gr.jp/,35.3908,139.4313,通常,通常,通常,通常
2020-03-13,茅ヶ崎新北陵病院,https://www.fureai-g.or.jp/hokuryou/,35.3688,139.4127,通常,通常,通常,なし
2020-03-13,湘南さくら病院,https://www.fureai-g.or.jp/sakura/,35.3657,139.4112,通常,なし,通常,なし
2020-03-13,湘南東部総合病院,https://www.fureai-g.or.jp/toubu/,35.3475,139.3923,通常,通常,通常,通常
2020-03-13,茅ヶ崎市立病院,https://hosp.city.chigasaki.kanagawa.jp/,35.3402,139.4155,通常,通常,通常,通常
2020-03-13,医療法人徳洲会　　茅ヶ崎徳洲会病院,https://www.chigasakitokushukai.jp/,35.331,139.4127,通常,通常,通常,通常
2020-03-13,宗教法人寒川神社　寒川病院,http://www.samukawabyouin.com/,35.3737,139.3816,通常,通常,通常,通常
2020-03-13,医療法人社団朋友会　けやきの森病院,https://www.keyakinomori.jp/,35.3851,139.3829,通常,通常,通常,通常
2020-03-13,医療法人研水会　平塚病院,http://www.kensuikai.or.jp/hiratuka/,35.3325,139.3033,通常,通常,通常,通常
2020-03-13,医療法人社団水野会　平塚十全病院,http://sp.hiratsuka-juzen.com/,35.3338,139.3011,なし,なし,なし,なし
2020-03-13,国家公務員共済組合　連合会平塚共済病院,https://www.kkr.hiratsuka.kanagawa.jp/,35.338,139.338,通常,通常,通常,通常
2020-03-13,ふれあい平塚ホスピタル,http://www.fureai-g.or.jp/fhh/,35.3195,139.3527,通常,通常,通常,なし
2020-03-13,医療法人研水会　高根台病院,http://www.kensuikai.or.jp/takanedai/,35.3279,139.3106,通常,なし,通常,なし
2020-03-13,社会福祉法人 恩賜財団済生会支部 神奈川県済生会湘南平塚病院,https://www.hiratsuka.saiseikai.or.jp/,35.3328,139.3397,通常,通常,通常,通常
2020-03-13,くらた病院,http://www.kuratakai.or.jp/clinic/index.html,35.3607,139.3528,一部制約あり,一部制約あり,なし,なし
2020-03-13,平塚市民病院,https://www.hiratsuka-city-hospital.jp/,35.3366,139.3253,通常,通常,通常,通常
2020-03-13,東海大学大磯病院,https://www.tokai.ac.jp/oisohosp/,35.311,139.2751,通常,通常,通常,通常
2020-03-13,独立行政法人国立病院機構神奈川病院,http://kanagawa-hosp.jp/,35.3867,139.2301,通常,通常,通常,通常
2020-03-13,秦野病院,http://www.hatanohp.or.jp/,35.3857,139.1943,通常,通常,通常,なし
2020-03-13,秦野赤十字病院,http://hadano-jrc.jp/,35.3608,139.2294,通常,なし,通常,通常
2020-03-13,医療法人社団三喜会　鶴巻温泉病院,http://www.sankikai.or.jp/tsurumaki/,35.3829,139.2797,一部制約あり,なし,通常,なし
2020-03-13,医療法人社団仁輪会　くず葉台病院,http://www.kuzuhadai.com/,35.3811,139.2259,通常,通常,通常,通常
2020-03-13,医療法人丹沢病院,https://www.tanzawahp.or.jp/,35.3908,139.1829,通常,通常,通常,通常
2020-03-13,医療法人杏林会　八木病院,https://kyourinkai-yagi.com/,35.3725,139.2263,通常,一部制約あり,通常,通常
2020-03-13,みくるべ病院,http://www.bmk.or.jp/mikurube/,35.4043,139.1571,通常,通常,通常,通常
2020-03-13,秦野厚生病院,http://www.hatanokousei.jp/,35.3701,139.272,通常,なし,通常,なし
2020-03-13,神奈川県厚生農業協同組合連合会　伊勢原協同病院,http://www.iseharahp.com/,35.4031,139.3162,通常,通常,通常,通常
2020-03-13,東海大学医学部付属病院,https://www.fuzoku-hosp.tokai.ac.jp/,35.4068,139.3152,通常,通常,通常,通常
2020-03-13,医療法人社団三井会　伊勢原日向病院,https://i-hp.net/,35.4302,139.2915,通常,一部制約あり,通常,なし
2020-03-13,大船中央病院,https://www.ofunachuohp.net/,35.3518,139.5378,通常,通常,一部制約あり,通常
2020-03-13,医療法人財団額田記念会額田記念病院,http://nukada.info/,35.3121,139.5589,通常,通常,なし,なし
2020-03-13,医療法人大樹会　ふれあい鎌倉ホスピタル,https://www.fureai-g.or.jp/kamakura-hp/,35.3179,139.5488,通常,通常,通常,通常
